gene pos_mean pos_sd pos_sCV Fano_pos neg_mean neg_sd neg_sCV Fano_neg
Rpn1 0.3154 0.7356 5.4392 1.7155 0.3664 0.7158 3.8176 1.3986
Ruvbl1 0.207 0.5945 8.2505 1.7075 0.2324 0.5707 6.0277 1.401
Abtb1 0.1623 0.5505 11.5039 1.8671 0.2655 0.6516 6.0211 1.5988
Mcm2 0.2102 0.6015 8.1895 1.7214 0.1915 0.5299 7.6554 1.4661
Chst13 0.3381 0.7716 5.2066 1.7606 0.3986 0.7561 3.5978 1.4342
Chchd4 0.1991 0.6008 9.1096 1.8134 0.1887 0.5321 7.9541 1.5007
Tmem43 0.2085 0.6064 8.4584 1.7636 0.2139 0.5692 7.0782 1.5143
Xpc 0.9096 1.151 1.6014 1.4566 0.9401 1.0755 1.3088 1.2304
Lsm3 0.5614 0.9266 2.7239 1.5293 0.5406 0.849 2.4666 1.3334
Arl6ip5 0.8475 1.1554 1.8589 1.5753 0.6687 0.9629 2.0736 1.3866
Foxp1 0.214 0.6342 8.7846 1.8798 0.2525 0.6216 6.0618 1.5305
Edem1 0.3285 0.741 5.0894 1.6717 0.3175 0.6868 4.6788 1.4857
Camk1 0.2818 0.7178 6.4899 1.8287 0.2616 0.6388 5.9616 1.5598
Arpc4 1.7132 1.1626 0.4605 0.7889 1.8477 1.0192 0.3043 0.5622
Emc3 0.2468 0.6578 7.102 1.753 0.2898 0.6582 5.1573 1.4948
Brk1 0.9891 1.1444 1.3385 1.324 1.09 1.047 0.9227 1.0057
Sec13 0.3915 0.8067 4.2453 1.6622 0.3954 0.7427 3.5282 1.395
Tmem40 0.3149 0.7438 5.5789 1.7567 0.4119 0.7786 3.5735 1.4719
Rpl32 3.3747 1.0086 0.0893 0.3014 3.6788 0.9332 0.0644 0.2367
Zfp422 0.3844 0.8035 4.3685 1.6794 0.449 0.7803 3.0205 1.3562
Hnrnpf 1.9317 1.1911 0.3802 0.7345 2.0058 1.063 0.2809 0.5633
Csgalnact2 0.1834 0.5632 9.4332 1.7298 0.1983 0.5413 7.4503 1.4774
Fbxl14 0.2066 0.6095 8.7017 1.7981 0.1717 0.511 8.8579 1.5209
Atp6v1e1 0.7913 1.0768 1.8518 1.4653 0.9401 1.0186 1.174 1.1036
Bid 0.2867 0.7056 6.0586 1.7367 0.3663 0.7178 3.8405 1.4068
Slc6a13 0.3315 0.7682 5.3715 1.7804 0.3391 0.7168 4.4695 1.5154
M6pr 0.4746 0.8689 3.352 1.5908 0.4836 0.8024 2.7538 1.3316
Clec4a2 1.0407 1.1958 1.3203 1.374 1.4562 1.1741 0.6501 0.9466
Clec4b2 0.2356 0.6618 7.891 1.8592 0.304 0.6805 5.0104 1.5232
Emg1 0.681 1.0236 2.2592 1.5386 0.6872 0.9393 1.8683 1.2839
Phb2 0.4731 0.8889 3.5304 1.6702 0.5044 0.8264 2.6843 1.354
Ptpn6 0.7881 1.0685 1.838 1.4485 1.1253 1.0467 0.8652 0.9737
Grcc10 0.4311 0.8288 3.6966 1.5935 0.3635 0.7219 3.9434 1.4336
Tpi1 0.8492 1.0723 1.5946 1.3541 1.0933 1.0515 0.9249 1.0112
Usp5 0.3759 0.796 4.4854 1.6859 0.4064 0.7626 3.5204 1.4308
Cdca3 0.3966 0.8342 4.4233 1.7545 0.3246 0.7277 5.0268 1.6315
Mlf2 0.2939 0.7136 5.8945 1.7326 0.2969 0.6604 4.947 1.4689
Gapdh 2.4211 1.1109 0.2106 0.5098 2.7997 0.9026 0.1039 0.291
Mrpl51 0.3094 0.7279 5.536 1.7126 0.3514 0.7119 4.1052 1.4424
Scnn1a 0.1718 0.5497 10.2381 1.7588 0.2239 0.5762 6.6245 1.483
Tnfrsf1a 0.1605 0.5416 11.381 1.827 0.2429 0.6119 6.3447 1.5412
Cd9 1.2046 1.2946 1.1551 1.3914 1.0317 1.1755 1.2982 1.3393
Ndufa9 0.3368 0.7539 5.0102 1.6874 0.3938 0.7348 3.482 1.3711
Fkbp4 0.3091 0.7152 5.3522 1.6546 0.2684 0.6155 5.2611 1.4118
BC035044 0.4638 0.9395 4.1037 1.9032 0.3738 0.7721 4.2654 1.5945
Clec2i 0.2044 0.6482 10.0575 2.0556 0.2859 0.7047 6.0746 1.7368
Cd69 0.1602 0.5606 12.2504 1.962 0.2488 0.6455 6.7312 1.6748
Clec12a 2.4416 1.2553 0.2643 0.6454 2.2733 1.2113 0.2839 0.6454
Lockd 0.1789 0.5511 9.4855 1.6972 0.2063 0.5496 7.0994 1.4644
H2afj 1.422 1.2524 0.7758 1.1031 1.5995 1.1525 0.5191 0.8304
Wbp11 0.3495 0.7559 4.6783 1.635 0.3261 0.6797 4.3447 1.4169
Arhgdib 3.4947 0.8493 0.0591 0.2064 3.6491 0.6845 0.0352 0.1284
Strap 0.4342 0.8301 3.6547 1.587 0.4386 0.7634 3.0293 1.3288
Dera 0.1851 0.5668 9.379 1.7358 0.2603 0.6143 5.5714 1.4501
Mgst1 1.3771 1.2937 0.8826 1.2154 1.7297 1.1926 0.4754 0.8222
Ldhb 0.2306 0.6758 8.592 1.9809 0.223 0.595 7.1215 1.5879
Cmas 0.2862 0.7069 6.099 1.7458 0.3411 0.7 4.2112 1.4366
Lrmp 0.1765 0.5669 10.316 1.8209 0.3192 0.6763 4.4904 1.4332
Kras 0.1842 0.582 9.9798 1.8385 0.2486 0.6227 6.276 1.56
Fgfr1op2 0.3773 0.8122 4.6334 1.7483 0.5178 0.8363 2.6085 1.3507
Tm7sf3 0.5669 0.9232 2.6527 1.5037 0.5138 0.8153 2.5184 1.2938
Ergic2 0.2141 0.6128 8.1924 1.754 0.237 0.5898 6.1941 1.4679
2810474O19Rik 0.1348 0.5086 14.2329 1.9189 0.3005 0.6833 5.17 1.5537
Ndufa3 0.5845 0.9263 2.5115 1.468 0.6793 0.8975 1.7457 1.1859
Tsen34 0.1867 0.5876 9.9042 1.8493 0.1968 0.5529 7.8953 1.5534
Rps9 3.1707 0.9515 0.0901 0.2855 3.408 0.7441 0.0477 0.1625
Pirb 0.135 0.5287 15.3317 2.0702 0.3066 0.7436 5.8808 1.8033
Cox6b2 0.4252 0.8402 3.9039 1.6601 0.5138 0.8463 2.7135 1.3941
Rpl28 1.423 1.2338 0.7517 1.0697 1.7337 1.156 0.4446 0.7708
Ube2s 1.3973 1.2905 0.8529 1.1918 1.1617 1.1469 0.9746 1.1322
U2af2 0.2368 0.6251 6.968 1.6501 0.2707 0.6193 5.2325 1.4166
Zfp787 0.2941 0.7266 6.1055 1.7954 0.2187 0.5842 7.1381 1.5608
Rps5 2.9329 1.1254 0.1472 0.4318 3.1854 1.05 0.1087 0.3461
Trim28 0.1801 0.5567 9.5566 1.7208 0.2312 0.56 5.866 1.3563
Chmp2a 0.8138 1.0906 1.796 1.4615 0.9742 1.0394 1.1382 1.1088
Sepw1 0.6036 1.022 2.8669 1.7304 0.4292 0.8228 3.6759 1.5775
Gltscr2 0.8129 1.075 1.7489 1.4217 0.944 1.0134 1.1524 1.0879
Napa 0.3998 0.8169 4.1747 1.6692 0.4034 0.7524 3.478 1.4032
C5ar1 0.2723 0.7476 7.5381 2.0525 0.5637 1.0057 3.1824 1.7941
Sae1 0.3249 0.7174 4.8753 1.5841 0.2939 0.6458 4.8291 1.4191
Tmem160 0.6022 0.9817 2.6571 1.6002 0.7048 0.9362 1.7643 1.2435
Ap2s1 0.7317 1.0267 1.969 1.4407 0.8813 0.9816 1.2408 1.0935
Calm3 0.9989 1.1381 1.2981 1.2966 0.8893 1.0028 1.2715 1.1307
Pglyrp1 2.6549 1.5412 0.337 0.8947 2.7003 1.4854 0.3026 0.8171
Snrpd2 0.6732 1.001 2.2112 1.4885 0.7725 0.9641 1.5576 1.2032
Vasp 1.1332 1.1679 1.0623 1.2037 1.3141 1.1226 0.7298 0.9591
Fosb 0.4988 0.934 3.5066 1.749 0.7794 1.0207 1.7153 1.3368
Trappc6a 0.6024 0.9907 2.705 1.6294 0.658 0.9282 1.9901 1.3094
Gemin7 0.2131 0.6227 8.5376 1.8195 0.2199 0.5763 6.869 1.5105
Clptm1 0.2308 0.632 7.4945 1.73 0.2394 0.5921 6.1153 1.4643
Apoe 0.5843 1.2613 4.6593 2.7225 0.6771 1.377 4.136 2.8004
Tomm40 0.2741 0.6752 6.0687 1.6633 0.3072 0.6562 4.5635 1.4018
Plaur 0.741 1.1042 2.2206 1.6454 0.8124 1.0498 1.6697 1.3565
Ethe1 0.3761 0.813 4.6728 1.7574 0.4616 0.8179 3.1392 1.4491
Cd177 1.2466 1.2794 1.0534 1.3132 1.2902 1.2287 0.907 1.1702
Rps19 3.6357 0.9504 0.0683 0.2484 3.7303 0.9515 0.0651 0.2427
Arhgef1 0.3625 0.784 4.6779 1.6956 0.4844 0.809 2.7884 1.3509
Rabac1 0.6369 1.0073 2.5012 1.593 0.761 0.9872 1.6829 1.2806
Dedd2 0.2132 0.6349 8.8673 1.8908 0.204 0.5735 7.9037 1.6122
Ceacam1 0.0983 0.4337 19.4702 1.9139 0.2873 0.6781 5.5706 1.6004
B3gnt8 0.139 0.5136 13.6504 1.8976 0.2972 0.6676 5.0459 1.4997
Bckdha 0.4143 0.8405 4.115 1.705 0.5267 0.8528 2.6215 1.3808
Exosc5 0.4373 0.8479 3.7595 1.6439 0.4801 0.815 2.8814 1.3834
B9d2 0.289 0.7195 6.1973 1.7912 0.287 0.6546 5.1999 1.4926
Tgfb1 0.451 0.8559 3.6022 1.6245 0.4799 0.7988 2.7707 1.3296
Hnrnpul1 0.2137 0.6077 8.0864 1.7281 0.2548 0.6025 5.5938 1.4251
Egln2 0.2066 0.6097 8.7089 1.7992 0.2244 0.5826 6.7401 1.5125
Rab4b 0.226 0.6199 7.5212 1.7 0.1601 0.5006 9.7794 1.5654
Snrpa 0.2524 0.6478 6.586 1.6624 0.272 0.6178 5.1583 1.4031
Shkbp1 0.1773 0.5644 10.1383 1.7972 0.2224 0.5827 6.863 1.5264
Psmc4 0.5134 0.902 3.0865 1.5846 0.5423 0.8409 2.404 1.3038
Fbl 0.5665 0.9692 2.9265 1.658 0.5565 0.874 2.466 1.3725
Timm50 0.2799 0.6841 5.9716 1.6717 0.2542 0.6033 5.6335 1.432
Rps16 2.5716 1.1493 0.1997 0.5136 2.7427 1.0404 0.1439 0.3946
Zfp36 0.6313 1.0204 2.6127 1.6493 0.7212 0.9952 1.904 1.3732
Gmfg 2.2024 1.2113 0.3025 0.6662 2.3876 0.9844 0.17 0.4058
Mrps12 0.3621 0.7822 4.6671 1.6898 0.37 0.7258 3.8477 1.4238
Hnrnpl 0.6088 0.9537 2.4538 1.4939 0.6441 0.8874 1.898 1.2225
Ech1 0.6085 0.9799 2.5933 1.578 0.6983 0.9388 1.8072 1.262
Eif3k 1.5196 1.2439 0.6701 1.0182 1.5803 1.1156 0.4983 0.7875
Fam98c 0.2801 0.7061 6.3573 1.7804 0.3239 0.6883 4.5158 1.4627
Psmd8 0.8109 1.1032 1.8509 1.5009 0.8556 0.9977 1.3598 1.1634
Yif1b 0.4009 0.8144 4.1268 1.6543 0.3484 0.6963 3.9951 1.3918
Spint2 0.9326 1.142 1.4996 1.3985 0.757 0.989 1.707 1.2922
Capns1 1.4001 1.203 0.7382 1.0336 1.4689 1.0766 0.5372 0.7891
Tbcb 0.5203 0.9007 2.9973 1.5594 0.6239 0.8941 2.0535 1.2812
Polr2i 0.2597 0.674 6.7368 1.7495 0.3005 0.6552 4.7547 1.4287
Tyrobp 3.0828 0.9661 0.0982 0.3028 3.4427 0.6935 0.0406 0.1397
Hcst 0.5148 0.9162 3.1682 1.6309 0.6627 0.9189 1.9228 1.2743
Psenen 1.0349 1.1508 1.2365 1.2797 1.0254 1.0268 1.0027 1.0282
Cox6b1 1.1728 1.1488 0.9595 1.1253 1.3692 1.0628 0.6025 0.8249
Rbm42 0.4701 0.8757 3.4694 1.6311 0.485 0.8205 2.8619 1.3881
Tmem147 0.523 0.9286 3.1527 1.6487 0.6296 0.9105 2.0914 1.3168
Usf2 0.2498 0.6688 7.1684 1.7907 0.2876 0.655 5.1875 1.4919
Fxyd5 1.2778 1.255 0.9647 1.2327 1.3533 1.1517 0.7243 0.9802
Uba2 0.4473 0.8371 3.5028 1.5666 0.446 0.7593 2.8989 1.2928
Gpi1 1.853 1.2009 0.42 0.7783 2.1735 1.0296 0.2244 0.4877
Lsm14a 0.5094 0.8965 3.0968 1.5776 0.4921 0.8073 2.6915 1.3244
Pdcd5 0.4374 0.8551 3.8208 1.6714 0.4284 0.7694 3.2259 1.3819
Uri1 0.1789 0.5622 9.8814 1.7674 0.2065 0.5521 7.1441 1.4756
1600014C10Rik 0.1393 0.5027 13.0174 1.8138 0.222 0.5762 6.7363 1.4956
Nkg7 0.6513 1.1093 2.901 1.8895 0.4009 0.8446 4.4383 1.7794
Etfb 1.5043 1.2726 0.7157 1.0767 1.2472 1.1375 0.8318 1.0374
Cd33 0.3858 0.8353 4.6876 1.8085 0.7189 0.9997 1.9339 1.3903
Emc10 0.4953 0.894 3.2575 1.6135 0.5825 0.8601 2.18 1.2699
Nr1h2 0.2035 0.5949 8.5475 1.7391 0.3134 0.6739 4.6243 1.4492
Napsa 1.4601 1.2639 0.7492 1.094 1.7843 1.134 0.4039 0.7207
Pnkp 0.5731 0.9539 2.7705 1.5877 0.8088 0.9895 1.4968 1.2105
Prmt1 0.9354 1.1333 1.4679 1.3731 0.7591 0.9684 1.6271 1.2352
Bcl2l12 0.3289 0.7511 5.2154 1.7154 0.3168 0.6705 4.4791 1.419
Nosip 0.211 0.6149 8.4955 1.7922 0.2473 0.6099 6.0835 1.5043
Rps11 2.5962 1.1922 0.2109 0.5475 2.7539 1.0734 0.1519 0.4184
Rpl13a 2.8283 1.1138 0.1551 0.4386 3.0277 1.0153 0.1124 0.3405
Pih1d1 0.2569 0.6735 6.873 1.7658 0.276 0.6371 5.3267 1.4704
Cd37 0.6608 0.9882 2.2364 1.4778 0.8035 0.9795 1.4862 1.1941
Snrnp70 0.2929 0.699 5.6958 1.6682 0.4017 0.7434 3.425 1.3757
Ruvbl2 0.2369 0.6299 7.0733 1.6754 0.2746 0.6143 5.0042 1.3743
Ftl1 4.4368 0.7505 0.0286 0.1269 4.2628 0.7513 0.0311 0.1324
Bax 0.7069 1.0364 2.1498 1.5197 0.6977 0.9412 1.8202 1.2699
Nucb1 0.4599 0.8621 3.5135 1.6159 0.4106 0.7486 3.3232 1.3646
Ppp1r15a 0.3207 0.796 6.159 1.9754 0.3817 0.7891 4.2735 1.6312
Rpl18 2.1786 1.2455 0.3268 0.712 2.4379 1.1194 0.2108 0.514
Kdelr1 0.2635 0.6852 6.7603 1.7814 0.3207 0.6812 4.5118 1.4469
Emp3 1.4653 1.2691 0.7501 1.0991 1.73 1.1394 0.4338 0.7505
Ldha 1.4189 1.2498 0.7758 1.1008 1.645 1.1501 0.4888 0.8041
Tsg101 0.2842 0.701 6.0833 1.7289 0.2886 0.6484 5.0478 1.4567
Mrgpra2b 0.2648 0.6982 6.9494 1.8405 0.3661 0.763 4.3431 1.59
Htatip2 0.3158 0.7404 5.495 1.7355 0.3862 0.7459 3.7312 1.4408
Svip 0.1969 0.5907 8.9991 1.7721 0.3354 0.6793 4.1021 1.3759
Nipa2 0.2707 0.6941 6.5741 1.7798 0.2886 0.6458 5.0085 1.4452
Klf13 0.1529 0.5557 13.2149 2.0199 0.3083 0.7231 5.5017 1.6961
Mcee 0.2002 0.5892 8.6623 1.7341 0.3383 0.6965 4.2385 1.434
Ndnl2 0.2653 0.6841 6.6468 1.7636 0.2467 0.6036 5.9853 1.4766
Tm2d3 0.2412 0.6597 7.4818 1.8046 0.2482 0.613 6.0994 1.514
Snrpa1 0.3761 0.7905 4.418 1.6615 0.4148 0.7617 3.3723 1.3988
Vimp 0.2952 0.7224 5.9891 1.7679 0.3484 0.7186 4.2552 1.4824
Arrdc4 0.3498 0.8262 5.5781 1.9514 0.2292 0.6171 7.2481 1.6613
Akap13 0.2011 0.6176 9.4293 1.8964 0.3191 0.6936 4.7253 1.5076
Mrpl46 0.2261 0.6335 7.8469 1.7745 0.1999 0.5519 7.6216 1.5237
Mrps11 0.209 0.6148 8.655 1.8086 0.2157 0.5625 6.8004 1.4669
Idh2 0.2328 0.6385 7.5212 1.751 0.261 0.6099 5.4591 1.4251
Cib1 0.3634 0.7921 4.7506 1.7264 0.4656 0.8115 3.0374 1.4143
Fes 0.2507 0.6674 7.0901 1.7772 0.3527 0.7132 4.088 1.4419
Iqgap1 0.1585 0.5515 12.1114 1.9192 0.4049 0.7862 3.77 1.5265
Sec11a 0.6104 0.975 2.5513 1.5573 0.6029 0.8789 2.1251 1.2812
Rps17 1.5864 1.2607 0.6315 1.0018 2.073 1.161 0.3137 0.6503
Fam103a1 0.8953 1.0953 1.4967 1.3399 0.8244 0.9779 1.4072 1.16
Btbd1 0.3044 0.7253 5.6774 1.7283 0.2716 0.6182 5.1798 1.4069
Tm6sf1 0.6824 1.0004 2.1492 1.4666 0.8279 0.982 1.4069 1.1648
Abhd17c 0.2091 0.6058 8.3954 1.7554 0.1592 0.4821 9.1759 1.4605
Zfand6 0.5341 0.932 3.0455 1.6265 0.5637 0.8662 2.3618 1.3313
Ctsc 0.4211 0.893 4.4968 1.8936 0.4387 0.8815 4.0378 1.7713
Eed 0.258 0.6672 6.69 1.7257 0.2597 0.6212 5.7232 1.4862
Ndufc2 0.7569 1.0386 1.8827 1.4251 0.7208 0.9321 1.6723 1.2054
Clns1a 0.3653 0.7834 4.5977 1.6797 0.3276 0.6795 4.3036 1.4097
Rps3 2.9402 1.0508 0.1277 0.3755 3.1421 0.9087 0.0836 0.2628
Spcs2 1.59 1.2324 0.6008 0.9552 1.4642 1.1145 0.5794 0.8484
Ucp2 0.5558 0.9453 2.8926 1.6077 0.7821 0.9827 1.5789 1.2348
Mrpl48 0.2993 0.7153 5.7128 1.7097 0.2899 0.6556 5.1141 1.4826
Rab6a 0.3965 0.8164 4.2393 1.6809 0.4096 0.7646 3.4846 1.4272
Lamtor1 0.5481 0.9424 2.9565 1.6203 0.6436 0.9122 2.0091 1.293
Pgap2 0.1915 0.5845 9.3139 1.7837 0.2043 0.5511 7.2787 1.4869
Rhog 0.3551 0.7861 4.8997 1.74 0.5183 0.8585 2.7435 1.422
Rrm1 0.2713 0.6659 6.0256 1.6346 0.249 0.5873 5.5658 1.3856
Timm10b 0.4348 0.8367 3.7033 1.6101 0.6134 0.8867 2.0895 1.2817
Ilk 0.3574 0.7695 4.6352 1.6567 0.4206 0.7677 3.3323 1.4015
Taf10 0.1478 0.5191 12.336 1.8232 0.2142 0.5778 7.2786 1.5589
Mrpl17 0.412 0.8344 4.1025 1.6901 0.4585 0.7865 2.942 1.349
Eif3f 1.657 1.2678 0.5854 0.97 1.8235 1.1175 0.3755 0.6848
Rpl27a 2.1938 1.2426 0.3208 0.7038 2.361 1.133 0.2303 0.5437
Tmem9b 0.5393 0.9091 2.8408 1.5322 0.4664 0.7941 2.898 1.3518
Eif4g2 0.7447 1.0211 1.88 1.4001 0.8677 0.9744 1.2609 1.0941
Copb1 0.1761 0.5635 10.2366 1.8029 0.2929 0.6521 4.958 1.4521
Psma1 0.9713 1.1223 1.335 1.2967 1.0434 1.0416 0.9965 1.0398
1110004F10Rik 0.6728 0.9983 2.2012 1.4811 0.6363 0.8871 1.944 1.2369
Rps13 1.8665 1.2631 0.458 0.8548 2.2289 1.1166 0.2509 0.5593
Nucb2 0.2817 0.6963 6.1084 1.7209 0.3263 0.6802 4.3443 1.4177
Rps15a 2.0683 1.2434 0.3614 0.7475 2.3416 1.1271 0.2317 0.5426
Arl6ip1 1.0419 1.2168 1.3638 1.421 1.0812 1.1459 1.1233 1.2145
Uqcrc2 0.4582 0.8572 3.4997 1.6035 0.51 0.822 2.5975 1.3248
Mettl9 0.4404 0.8544 3.7642 1.6576 0.4871 0.8359 2.9449 1.4344
Igsf6 0.6007 0.9849 2.6884 1.6149 0.8312 1.0031 1.4564 1.2105
Ndufab1 0.6249 0.9705 2.412 1.5072 0.5942 0.8719 2.1532 1.2794
Rbbp6 0.363 0.8094 4.971 1.8046 0.2665 0.6479 5.9106 1.5752
Nsmce1 0.4654 0.8767 3.548 1.6514 0.4255 0.7633 3.219 1.3696
Eif3c 0.1954 0.5797 8.8034 1.7199 0.3216 0.6757 4.4146 1.4197
Bola2 0.285 0.684 5.7594 1.6416 0.3344 0.6806 4.1419 1.3852
Coro1a 2.0626 1.1864 0.3309 0.6825 2.7365 0.8569 0.0981 0.2683
Mapk3 0.3323 0.7583 5.2076 1.7304 0.4166 0.7799 3.5042 1.4599
Gdpd3 0.1608 0.5405 11.2998 1.8169 0.2829 0.6518 5.306 1.5013
Ypel3 0.7384 1.1235 2.3148 1.7093 0.7578 1.0816 2.037 1.5437
Ppp4c 1.0995 1.1721 1.1364 1.2495 0.8947 1.0036 1.2582 1.1258
Aldoa 2.0573 1.2203 0.3519 0.7239 2.4075 1.0311 0.1834 0.4416
Ino80e 0.2551 0.6673 6.8435 1.7458 0.2801 0.6348 5.1344 1.4383
Tmem219 0.3016 0.7388 5.9983 1.8094 0.2961 0.6809 5.2902 1.5662
Kif22 0.1916 0.5837 9.2828 1.7785 0.1823 0.5285 8.4006 1.5317
AI467606 0.3314 0.765 5.3272 1.7656 0.372 0.7486 4.0485 1.5062
Sept1 0.3414 0.7707 5.0948 1.7395 0.2757 0.6433 5.4439 1.501
Dctpp1 0.3841 0.8417 4.8035 1.8448 0.343 0.709 4.273 1.4655
Sephs2 0.5894 0.9476 2.5849 1.5235 0.7203 0.934 1.6816 1.2112
Bcl7c 0.2166 0.6254 8.3376 1.806 0.1676 0.5036 9.0315 1.5134
Bckdk 0.2788 0.6846 6.0289 1.681 0.3023 0.6511 4.6384 1.4023
Fus 0.6006 0.9566 2.5366 1.5235 0.721 0.9282 1.6577 1.1951
Pycard 0.5841 0.9872 2.8563 1.6684 0.8017 1.0151 1.6033 1.2853
Itgam 0.2023 0.6123 9.1578 1.8529 0.2639 0.6595 6.2427 1.6477
Rgs10 0.3667 0.818 4.9752 1.8245 0.2978 0.6873 5.328 1.5866
Mcmbp 0.1552 0.519 11.177 1.7352 0.2062 0.5509 7.1352 1.4714
Nsmce4a 0.512 0.9023 3.1057 1.5901 0.3944 0.7317 3.4424 1.3575
Bub3 0.823 1.0994 1.7843 1.4685 0.8917 1.0347 1.3467 1.2008
Oat 0.2581 0.6691 6.7231 1.735 0.2806 0.6339 5.1046 1.4322
Bccip 0.4168 0.8375 4.037 1.6828 0.3952 0.7442 3.5462 1.4014
Ptpre 0.2913 0.7276 6.2395 1.8175 0.427 0.8081 3.5806 1.529
Glrx3 0.4548 0.8695 3.6556 1.6624 0.4116 0.7512 3.3306 1.3709
Bnip3 0.1478 0.5255 12.6481 1.8689 0.2598 0.6428 6.1238 1.5907
Echs1 0.6751 1.0107 2.2417 1.5133 0.6729 0.9205 1.8712 1.2592
Psmd13 0.4452 0.8465 3.6161 1.6097 0.5308 0.8326 2.4599 1.3058
Ifitm2 2.2196 1.2367 0.3104 0.6891 2.3129 1.1646 0.2535 0.5864
Ifitm3 0.643 1.1472 3.1825 2.0465 0.503 0.999 3.9441 1.984
Ifitm6 0.8305 1.2746 2.3555 1.9563 1.4052 1.4994 1.1386 1.5999
Rnh1 0.6341 1.0023 2.4982 1.5842 0.664 0.945 2.0253 1.3449
Taldo1 2.4343 1.0898 0.2004 0.4879 2.3518 0.9758 0.1722 0.4049
Pddc1 0.1875 0.589 9.8632 1.8498 0.2374 0.6043 6.48 1.5382
Rplp2 1.7011 1.2178 0.5125 0.8718 2.0519 1.1041 0.2895 0.5941
Mob2 0.2499 0.6662 7.1092 1.7764 0.2192 0.5752 6.8852 1.5093
Ctsd 0.5575 0.926 2.7588 1.538 0.7821 0.964 1.5191 1.1881
Lsp1 0.9909 1.2463 1.5819 1.5675 1.2702 1.2706 1.0006 1.2709
Mrpl23 0.5219 0.9015 2.984 1.5573 0.5903 0.8688 2.1664 1.2788
Tspan32 0.245 0.6635 7.3354 1.7971 0.4014 0.756 3.5476 1.424
Cd81 1.6973 1.3778 0.6589 1.1184 1.257 1.1764 0.8759 1.101
Cdkn1c 0.1935 0.5991 9.5882 1.8552 0.3108 0.7276 5.4808 1.7033
Nap1l4 0.2202 0.6123 7.7329 1.7028 0.3711 0.7144 3.7061 1.3754
Pcmt1 0.5031 0.897 3.1792 1.5994 0.544 0.8474 2.427 1.3201
Ginm1 0.2765 0.7089 6.5721 1.8173 0.1799 0.5371 8.9115 1.6034
B230208H11Rik 0.3547 0.8039 5.1361 1.8218 0.4042 0.8055 3.9723 1.6055
Stx11 0.1681 0.562 11.1751 1.8789 0.2529 0.6394 6.3893 1.6161
Sf3b5 0.7282 1.0385 2.0337 1.481 0.7191 0.9436 1.722 1.2382
Fuca2 0.2514 0.6685 7.0733 1.7779 0.3128 0.661 4.4655 1.3968
Vta1 0.2489 0.6681 7.2054 1.7934 0.2875 0.662 5.3006 1.524
Cited2 1.57 1.3003 0.6859 1.0769 1.4751 1.1625 0.621 0.9161
Abracl 0.538 0.9327 3.0054 1.617 0.6056 0.8875 2.148 1.3007
Ifngr1 1.3055 1.2273 0.8837 1.1537 1.2288 1.1259 0.8395 1.0316
Pex7 0.2736 0.6775 6.1316 1.6776 0.3696 0.7198 3.7923 1.4017
Myb 0.4143 0.8268 3.9821 1.6499 0.4552 0.7834 2.9622 1.3483
Tbpl1 0.2274 0.65 8.1708 1.858 0.2537 0.6336 6.2387 1.5827
Rps12 0.9087 1.1229 1.5272 1.3877 1.351 1.1331 0.7035 0.9504
Stx7 0.489 0.902 3.4031 1.664 0.5428 0.8681 2.5582 1.3886
Rnf146 0.1966 0.6027 9.3965 1.8476 0.2094 0.5634 7.241 1.5161
Cenpw 0.1836 0.5467 8.8706 1.6282 0.1771 0.4952 7.8162 1.3846
Rwdd1 0.379 0.8064 4.5263 1.7156 0.4111 0.7576 3.3971 1.3964
Nt5dc1 0.1625 0.5432 11.1782 1.8162 0.2315 0.593 6.5614 1.5189
Hdac2 0.233 0.6306 7.3252 1.7067 0.2438 0.587 5.799 1.4136
Rpf2 0.2399 0.6581 7.5247 1.8053 0.1989 0.5481 7.5967 1.5107
Snx3 0.715 1.0331 2.0875 1.4926 0.6651 0.9037 1.8464 1.228
Ostm1 0.1596 0.5327 11.1363 1.7775 0.2238 0.5834 6.7933 1.5205
Cd24a 1.1255 1.1915 1.1206 1.2613 1.3351 1.1591 0.7538 1.0063
Atg5 0.1653 0.5474 10.9719 1.8133 0.2417 0.602 6.2045 1.4996
Asf1a 0.3106 0.7373 5.6363 1.7504 0.2758 0.6305 5.225 1.4412
Serinc1 0.168 0.5618 11.186 1.8791 0.2208 0.5903 7.149 1.5782
Pkib 0.2138 0.6609 9.5577 2.0433 0.2658 0.6766 6.4815 1.7226
Smpdl3a 0.6513 1.0435 2.5669 1.6719 0.869 1.0722 1.5225 1.323
Lims1 0.2973 0.7367 6.14 1.8255 0.4957 0.8462 2.9146 1.4447
Ddit4 0.2406 0.7004 8.4739 2.0387 0.2259 0.6327 7.8438 1.7718
Anapc16 0.3109 0.7514 5.8401 1.8159 0.384 0.7501 3.8158 1.4651
Psap 0.8194 1.183 2.0845 1.708 0.9082 1.1387 1.572 1.4277
Vsir 0.4713 0.8845 3.5224 1.6601 0.7064 0.9678 1.8768 1.3259
Sar1a 0.2647 0.6824 6.6477 1.7595 0.251 0.6047 5.803 1.4567
Vps26a 0.2384 0.6405 7.217 1.7208 0.31 0.6791 4.799 1.4877
Srgn 2.4087 1.3432 0.311 0.7491 2.3624 1.3663 0.3345 0.7902
Reep3 0.1846 0.591 10.248 1.8921 0.2826 0.6745 5.6976 1.6101
